"","MXSPD","Location"
"17441",27,"Melbourne"
"17442",22.9,"Melbourne"
"17443",18.1,"Melbourne"
"17444",13,"Melbourne"
"17445",9.9,"Melbourne"
"17446",27,"Melbourne"
"17447",26,"Melbourne"
"17448",15,"Melbourne"
"17449",14,"Melbourne"
"17450",14,"Melbourne"
"17451",22,"Melbourne"
"17452",23.9,"Melbourne"
"17453",21,"Melbourne"
"17454",13,"Melbourne"
"17455",15,"Melbourne"
"17456",26,"Melbourne"
"17457",20,"Melbourne"
"17458",19,"Melbourne"
"17459",12,"Melbourne"
"17460",18.1,"Melbourne"
"17461",25.1,"Melbourne"
"17462",15.9,"Melbourne"
"17463",15.9,"Melbourne"
"17464",23.9,"Melbourne"
"17465",22,"Melbourne"
"17466",16.9,"Melbourne"
"17467",15,"Melbourne"
"17468",15.9,"Melbourne"
"17469",13,"Melbourne"
"17470",16.9,"Melbourne"
"17471",19,"Melbourne"
"17472",19,"Melbourne"
"17473",21,"Melbourne"
"17474",18.1,"Melbourne"
"17475",14,"Melbourne"
"17476",27,"Melbourne"
"17477",22.9,"Melbourne"
"17478",41,"Melbourne"
"17479",25.1,"Melbourne"
"17480",22,"Melbourne"
"17481",14,"Melbourne"
"17482",14,"Melbourne"
"17483",16.9,"Melbourne"
"17484",21,"Melbourne"
"17485",18.1,"Melbourne"
"17486",21,"Melbourne"
"17487",16.9,"Melbourne"
"17488",19,"Melbourne"
"17489",20,"Melbourne"
"17490",26,"Melbourne"
"17491",28,"Melbourne"
"17492",15,"Melbourne"
"17493",15.9,"Melbourne"
"17494",16.9,"Melbourne"
"17495",19,"Melbourne"
"17496",13,"Melbourne"
"17497",15,"Melbourne"
"17498",27,"Melbourne"
"17499",20,"Melbourne"
"17500",15,"Melbourne"
"17501",15,"Melbourne"
"17502",14,"Melbourne"
"17503",22,"Melbourne"
"17504",23.9,"Melbourne"
"17505",25.1,"Melbourne"
"17506",15,"Melbourne"
"17507",15.9,"Melbourne"
"17508",13,"Melbourne"
"17509",13,"Melbourne"
"17510",18.1,"Melbourne"
"17511",22,"Melbourne"
"17512",19,"Melbourne"
"17513",18.1,"Melbourne"
"17514",16.9,"Melbourne"
"17515",15,"Melbourne"
"17516",15,"Melbourne"
"17517",21,"Melbourne"
"17518",25.1,"Melbourne"
"17519",32.1,"Melbourne"
"17520",13,"Melbourne"
"17521",20,"Melbourne"
"17522",18.1,"Melbourne"
"17523",14,"Melbourne"
"17524",15,"Melbourne"
"17525",15,"Melbourne"
"17526",22.9,"Melbourne"
"17527",20,"Melbourne"
"17528",19,"Melbourne"
"17529",22.9,"Melbourne"
"17530",21,"Melbourne"
"17531",26,"Melbourne"
"17532",18.1,"Melbourne"
"17533",15.9,"Melbourne"
"17534",13,"Melbourne"
"17535",21,"Melbourne"
"17536",29.9,"Melbourne"
"17537",21,"Melbourne"
"17538",16.9,"Melbourne"
"17539",16.9,"Melbourne"
"17540",22,"Melbourne"
"17541",25.1,"Melbourne"
"17542",16.9,"Melbourne"
"17543",15,"Melbourne"
"17544",13,"Melbourne"
"17545",16.9,"Melbourne"
"17546",16.9,"Melbourne"
"17547",15,"Melbourne"
"17548",18.1,"Melbourne"
"17549",34,"Melbourne"
"17550",30.9,"Melbourne"
"17551",20,"Melbourne"
"17552",18.1,"Melbourne"
"17553",23.9,"Melbourne"
"17554",23.9,"Melbourne"
"17555",18.1,"Melbourne"
"17556",15,"Melbourne"
"17557",13,"Melbourne"
"17558",21,"Melbourne"
"17559",14,"Melbourne"
"17560",21,"Melbourne"
"17561",25.1,"Melbourne"
"17562",15,"Melbourne"
"17563",13,"Melbourne"
"17564",15.9,"Melbourne"
"17565",21,"Melbourne"
"17566",15,"Melbourne"
"17567",16.9,"Melbourne"
"17568",28.9,"Melbourne"
"17569",29.9,"Melbourne"
"17570",27,"Melbourne"
"17571",15,"Melbourne"
"17572",28,"Melbourne"
"17573",15.9,"Melbourne"
"17574",15.9,"Melbourne"
"17575",25.1,"Melbourne"
"17576",22.9,"Melbourne"
"17577",15,"Melbourne"
"17578",20,"Melbourne"
"17579",21,"Melbourne"
"17580",15.9,"Melbourne"
"17581",19,"Melbourne"
"17582",20,"Melbourne"
"17583",16.9,"Melbourne"
"17584",32.1,"Melbourne"
"17585",18.1,"Melbourne"
"17586",23.9,"Melbourne"
"17587",22.9,"Melbourne"
"17588",19,"Melbourne"
"17589",16.9,"Melbourne"
"17590",15.9,"Melbourne"
"17591",15.9,"Melbourne"
"17592",14,"Melbourne"
"17593",16.9,"Melbourne"
"17594",22,"Melbourne"
"17595",20,"Melbourne"
"17596",15,"Melbourne"
"17597",16.9,"Melbourne"
"17598",18.1,"Melbourne"
"17599",22,"Melbourne"
"17600",14,"Melbourne"
"17601",15,"Melbourne"
"17602",14,"Melbourne"
"17603",16.9,"Melbourne"
"17604",18.1,"Melbourne"
"17605",21,"Melbourne"
"17606",25.1,"Melbourne"
"17607",12,"Melbourne"
"17608",15,"Melbourne"
"17609",8.9,"Melbourne"
"17610",15,"Melbourne"
"17611",16.9,"Melbourne"
"17612",13,"Melbourne"
"17613",15,"Melbourne"
"17614",19,"Melbourne"
"17615",19,"Melbourne"
"17616",14,"Melbourne"
"17617",18.1,"Melbourne"
"17618",15,"Melbourne"
"17619",27,"Melbourne"
"17620",28,"Melbourne"
"17621",22,"Melbourne"
"17622",14,"Melbourne"
"17623",13,"Melbourne"
"17624",11.1,"Melbourne"
"17625",16.9,"Melbourne"
"17626",19,"Melbourne"
"17627",20,"Melbourne"
"17628",20,"Melbourne"
"17629",21,"Melbourne"
"17630",16.9,"Melbourne"
"17631",18.1,"Melbourne"
"17632",21,"Melbourne"
"17633",22.9,"Melbourne"
"17634",16.9,"Melbourne"
"17635",20,"Melbourne"
"17636",16.9,"Melbourne"
"17637",21,"Melbourne"
"17638",15,"Melbourne"
"17639",15.9,"Melbourne"
"17640",22,"Melbourne"
"17641",12,"Melbourne"
"17642",33,"Melbourne"
"17643",31.9,"Melbourne"
"17644",19,"Melbourne"
"17645",16.9,"Melbourne"
"17646",16.9,"Melbourne"
"17647",15,"Melbourne"
"17648",21,"Melbourne"
"17649",23.9,"Melbourne"
"17650",19,"Melbourne"
"17651",14,"Melbourne"
"17652",14,"Melbourne"
"17653",8.9,"Melbourne"
"17654",8,"Melbourne"
"17655",11.1,"Melbourne"
"17656",12,"Melbourne"
"17657",13,"Melbourne"
"17658",9.9,"Melbourne"
"17659",8.9,"Melbourne"
"17660",9.9,"Melbourne"
"17661",11.1,"Melbourne"
"17662",16.9,"Melbourne"
"17663",15,"Melbourne"
"17664",8,"Melbourne"
"17665",9.9,"Melbourne"
"17666",19,"Melbourne"
"17667",20,"Melbourne"
"17668",14,"Melbourne"
"17669",20,"Melbourne"
"17670",15.9,"Melbourne"
"17671",13,"Melbourne"
"17672",7,"Melbourne"
"17673",8,"Melbourne"
"17674",8,"Melbourne"
"17675",18.1,"Melbourne"
"17676",15,"Melbourne"
"17677",12,"Melbourne"
"17678",18.1,"Melbourne"
"17679",22,"Melbourne"
"17680",15,"Melbourne"
"17681",16.9,"Melbourne"
"17682",14,"Melbourne"
"17683",8,"Melbourne"
"17684",12,"Melbourne"
"17685",23.9,"Melbourne"
"17686",27,"Melbourne"
"17687",35.9,"Melbourne"
"17688",22,"Melbourne"
"17689",15.9,"Melbourne"
"17690",12,"Melbourne"
"17691",8,"Melbourne"
"17692",8.9,"Melbourne"
"17693",15.9,"Melbourne"
"17694",26,"Melbourne"
"17695",21,"Melbourne"
"17696",15,"Melbourne"
"17697",15.9,"Melbourne"
"17698",28.9,"Melbourne"
"17699",25.1,"Melbourne"
"17700",18.1,"Melbourne"
"17701",16.9,"Melbourne"
"17702",13,"Melbourne"
"17703",12,"Melbourne"
"17704",8.9,"Melbourne"
"17705",8.9,"Melbourne"
"17706",8.9,"Melbourne"
"17707",8.9,"Melbourne"
"17708",12,"Melbourne"
"17709",32.1,"Melbourne"
"17710",29.9,"Melbourne"
"17711",18.1,"Melbourne"
"17712",22,"Melbourne"
"17713",22.9,"Melbourne"
"17714",21,"Melbourne"
"17715",15,"Melbourne"
"17716",11.1,"Melbourne"
"17717",22.9,"Melbourne"
"17718",27,"Melbourne"
"17719",14,"Melbourne"
"17720",14,"Melbourne"
"17721",8,"Melbourne"
"17722",14,"Melbourne"
"17723",6,"Melbourne"
"17724",8,"Melbourne"
"17725",8.9,"Melbourne"
"17726",8.9,"Melbourne"
"17727",8,"Melbourne"
"17728",12,"Melbourne"
"17729",23.9,"Melbourne"
"17730",23.9,"Melbourne"
"17731",18.1,"Melbourne"
"17732",26,"Melbourne"
"17733",22,"Melbourne"
"17734",19,"Melbourne"
"17735",15,"Melbourne"
"17736",21,"Melbourne"
"17737",11.1,"Melbourne"
"17738",21,"Melbourne"
"17739",22.9,"Melbourne"
"17740",12,"Melbourne"
"17741",14,"Melbourne"
"17742",27,"Melbourne"
"17743",23.9,"Melbourne"
"17744",33,"Melbourne"
"17745",35,"Melbourne"
"17746",22,"Melbourne"
"17747",22,"Melbourne"
"17748",23.9,"Melbourne"
"17749",34,"Melbourne"
"17750",22.9,"Melbourne"
"17751",19,"Melbourne"
"17752",19,"Melbourne"
"17753",20,"Melbourne"
"17754",18.1,"Melbourne"
"17755",28,"Melbourne"
"17756",23.9,"Melbourne"
"17757",18.1,"Melbourne"
"17758",16.9,"Melbourne"
"17759",8.9,"Melbourne"
"17760",13,"Melbourne"
"17761",20,"Melbourne"
"17762",29.9,"Melbourne"
"17763",11.1,"Melbourne"
"17764",16.9,"Melbourne"
"17765",22.9,"Melbourne"
"17766",35,"Melbourne"
"17767",21,"Melbourne"
"17768",21,"Melbourne"
"17769",12,"Melbourne"
"17770",28.9,"Melbourne"
"17771",29.9,"Melbourne"
"17772",20,"Melbourne"
"17773",14,"Melbourne"
"17774",20,"Melbourne"
"17775",13,"Melbourne"
"17776",19,"Melbourne"
"17777",20,"Melbourne"
"17778",21,"Melbourne"
"17779",15.9,"Melbourne"
"17780",16.9,"Melbourne"
"17781",15,"Melbourne"
"17782",13,"Melbourne"
"17783",15.9,"Melbourne"
"17784",14,"Melbourne"
"17785",13,"Melbourne"
"17786",15,"Melbourne"
"17787",18.1,"Melbourne"
"17788",15.9,"Melbourne"
"17789",21,"Melbourne"
"17790",21,"Melbourne"
"17791",18.1,"Melbourne"
"17792",11.1,"Melbourne"
"17793",12,"Melbourne"
"17794",16.9,"Melbourne"
"17795",22,"Melbourne"
"17796",22.9,"Melbourne"
"17797",22.9,"Melbourne"
"17798",27,"Melbourne"
"17799",16.9,"Melbourne"
"17800",12,"Melbourne"
"17801",12,"Melbourne"
"17802",25.1,"Melbourne"
"17803",28,"Melbourne"
"17804",28.9,"Melbourne"
"17805",8.9,"Melbourne"
"17806",22,"Melbourne"
"17807",27,"Melbourne"
"17808",22.9,"Melbourne"
"17809",16.9,"Melbourne"
"17810",20,"Melbourne"
"17811",9.9,"Melbourne"
"17812",14,"Melbourne"
"17813",21,"Melbourne"
"17814",20,"Melbourne"
"17815",15,"Melbourne"
"17816",13,"Melbourne"
"17817",16.9,"Melbourne"
"17818",15.9,"Melbourne"
"17819",13,"Melbourne"
"17820",22,"Melbourne"
"17821",22.9,"Melbourne"
"17822",19,"Melbourne"
"17823",18.1,"Melbourne"
"17824",15,"Melbourne"
"17825",15,"Melbourne"
"17826",13,"Melbourne"
"17827",15,"Melbourne"
"17828",15,"Melbourne"
"17829",28.9,"Melbourne"
"17830",22.9,"Melbourne"
"17831",15,"Melbourne"
"17832",16.9,"Melbourne"
"17833",16.9,"Melbourne"
"17834",28.9,"Melbourne"
"17835",27,"Melbourne"
"17836",15,"Melbourne"
"17837",14,"Melbourne"
"17838",14,"Melbourne"
"17839",11.1,"Melbourne"
"17840",12,"Melbourne"
"17841",15.9,"Melbourne"
"17842",15.9,"Melbourne"
"17843",14,"Melbourne"
"17844",19,"Melbourne"
"17845",25.1,"Melbourne"
"17846",27,"Melbourne"
"17847",26,"Melbourne"
"17848",15,"Melbourne"
"17849",20,"Melbourne"
"17850",19,"Melbourne"
"17851",21,"Melbourne"
"17852",20,"Melbourne"
"17853",13,"Melbourne"
"17854",15,"Melbourne"
"17855",27,"Melbourne"
"17856",26,"Melbourne"
"17857",16.9,"Melbourne"
"17858",11.1,"Melbourne"
"17859",27,"Melbourne"
"17860",27,"Melbourne"
"17861",22,"Melbourne"
"17862",14,"Melbourne"
"17863",18.1,"Melbourne"
"17864",22.9,"Melbourne"
"17865",18.1,"Melbourne"
"17866",8.9,"Melbourne"
"17867",28.9,"Melbourne"
"17868",23.9,"Melbourne"
"17869",13,"Melbourne"
"17870",20,"Melbourne"
"17871",20,"Melbourne"
"17872",27,"Melbourne"
"17873",20,"Melbourne"
"17874",21,"Melbourne"
"17875",15,"Melbourne"
"17876",19,"Melbourne"
"17877",12,"Melbourne"
"17878",11.1,"Melbourne"
"17879",18.1,"Melbourne"
"17880",20,"Melbourne"
"17881",15.9,"Melbourne"
"17882",20,"Melbourne"
"17883",23.9,"Melbourne"
"17884",26,"Melbourne"
"17885",15.9,"Melbourne"
"17886",15.9,"Melbourne"
"17887",16.9,"Melbourne"
"17888",14,"Melbourne"
"17889",15.9,"Melbourne"
"17890",29.9,"Melbourne"
"17891",27,"Melbourne"
"17892",21,"Melbourne"
"17893",15,"Melbourne"
"17894",8.9,"Melbourne"
"17895",16.9,"Melbourne"
"17896",22.9,"Melbourne"
"17897",28.9,"Melbourne"
"17898",11.1,"Melbourne"
"17899",15,"Melbourne"
"17900",15.9,"Melbourne"
"17901",20,"Melbourne"
"17902",13,"Melbourne"
"17903",13,"Melbourne"
"17904",20,"Melbourne"
"17905",19,"Melbourne"
"17906",13,"Melbourne"
"17907",16.9,"Melbourne"
"17908",18.1,"Melbourne"
"17909",12,"Melbourne"
"17910",13,"Melbourne"
"17911",15,"Melbourne"
"17912",15,"Melbourne"
"17913",21,"Melbourne"
"17914",22.9,"Melbourne"
"17915",18.1,"Melbourne"
"17916",26,"Melbourne"
"17917",12,"Melbourne"
"17918",19,"Melbourne"
"17919",20,"Melbourne"
"17920",21,"Melbourne"
"17921",19,"Melbourne"
"17922",15,"Melbourne"
"17923",16.9,"Melbourne"
"17924",22,"Melbourne"
"17925",22,"Melbourne"
"17926",15.9,"Melbourne"
"17927",15.9,"Melbourne"
"17928",15,"Melbourne"
"17929",18.1,"Melbourne"
"17930",15.9,"Melbourne"
"17931",15.9,"Melbourne"
"17932",13,"Melbourne"
"17933",21,"Melbourne"
"17934",23.9,"Melbourne"
"17935",19,"Melbourne"
"17936",20,"Melbourne"
"17937",13,"Melbourne"
"17938",11.1,"Melbourne"
"17939",11.1,"Melbourne"
"17940",8.9,"Melbourne"
"17941",14,"Melbourne"
"17942",9.9,"Melbourne"
"17943",19,"Melbourne"
"17944",20,"Melbourne"
"17945",16.9,"Melbourne"
"17946",18.1,"Melbourne"
"17947",15,"Melbourne"
"17948",22.9,"Melbourne"
"17949",32.1,"Melbourne"
"17950",29.9,"Melbourne"
"17951",19,"Melbourne"
"17952",15.9,"Melbourne"
"17953",12,"Melbourne"
"17954",15,"Melbourne"
"17955",19,"Melbourne"
"17956",22,"Melbourne"
"17957",15.9,"Melbourne"
"17958",15,"Melbourne"
"17959",15.9,"Melbourne"
"17960",14,"Melbourne"
"17961",13,"Melbourne"
"17962",8.9,"Melbourne"
"17963",15,"Melbourne"
"17964",8,"Melbourne"
"17965",11.1,"Melbourne"
"17966",19,"Melbourne"
"17967",20,"Melbourne"
"17968",22.9,"Melbourne"
"17969",15,"Melbourne"
"17970",11.1,"Melbourne"
"17971",16.9,"Melbourne"
"17972",18.1,"Melbourne"
"17973",21,"Melbourne"
"17974",15,"Melbourne"
"17975",21,"Melbourne"
"17976",15.9,"Melbourne"
"17977",15,"Melbourne"
"17978",15,"Melbourne"
"17979",14,"Melbourne"
"17980",15.9,"Melbourne"
"17981",21,"Melbourne"
"17982",25.1,"Melbourne"
"17983",26,"Melbourne"
"17984",16.9,"Melbourne"
"17985",20,"Melbourne"
"17986",19,"Melbourne"
"17987",18.1,"Melbourne"
"17988",7,"Melbourne"
"17989",15.9,"Melbourne"
"17990",16.9,"Melbourne"
"17991",15,"Melbourne"
"17992",20,"Melbourne"
"17993",18.1,"Melbourne"
"17994",13,"Melbourne"
"17995",19,"Melbourne"
"17996",21,"Melbourne"
"17997",14,"Melbourne"
"17998",11.1,"Melbourne"
"17999",8.9,"Melbourne"
"18000",8,"Melbourne"
"18001",11.1,"Melbourne"
"18002",16.9,"Melbourne"
"18003",19,"Melbourne"
"18004",15.9,"Melbourne"
"18005",8.9,"Melbourne"
"18006",12,"Melbourne"
"18007",14,"Melbourne"
"18008",14,"Melbourne"
"18009",13,"Melbourne"
"18010",11.1,"Melbourne"
"18011",12,"Melbourne"
"18012",18.1,"Melbourne"
"18013",12,"Melbourne"
"18014",16.9,"Melbourne"
"18015",21,"Melbourne"
"18016",15.9,"Melbourne"
"18017",26,"Melbourne"
"18018",16.9,"Melbourne"
"18019",14,"Melbourne"
"18020",12,"Melbourne"
"18021",13,"Melbourne"
"18022",20,"Melbourne"
"18023",18.1,"Melbourne"
"18024",23.9,"Melbourne"
"18025",27,"Melbourne"
"18026",22,"Melbourne"
"18027",19,"Melbourne"
"18028",19,"Melbourne"
"18029",15,"Melbourne"
"18030",15,"Melbourne"
"18031",11.1,"Melbourne"
"18032",7,"Melbourne"
"18033",8.9,"Melbourne"
"18034",11.1,"Melbourne"
"18035",9.9,"Melbourne"
"18036",15,"Melbourne"
"18037",26,"Melbourne"
"18038",22.9,"Melbourne"
"18039",15.9,"Melbourne"
"18040",22.9,"Melbourne"
"18041",21,"Melbourne"
"18042",23.9,"Melbourne"
"18043",21,"Melbourne"
"18044",18.1,"Melbourne"
"18045",14,"Melbourne"
"18046",14,"Melbourne"
"18047",13,"Melbourne"
"18048",13,"Melbourne"
"18049",9.9,"Melbourne"
"18050",13,"Melbourne"
"18051",18.1,"Melbourne"
"18052",28,"Melbourne"
"18053",19,"Melbourne"
"18054",22.9,"Melbourne"
"18055",27,"Melbourne"
"18056",22,"Melbourne"
"18057",15,"Melbourne"
"18058",15.9,"Melbourne"
"18059",15,"Melbourne"
"18060",23.9,"Melbourne"
"18061",22.9,"Melbourne"
"18062",8,"Melbourne"
"18063",9.9,"Melbourne"
"18064",19,"Melbourne"
"18065",25.1,"Melbourne"
"18066",26,"Melbourne"
"18067",29.9,"Melbourne"
"18068",20,"Melbourne"
"18069",25.1,"Melbourne"
"18070",26,"Melbourne"
"18071",19,"Melbourne"
"18072",18.1,"Melbourne"
"18073",15.9,"Melbourne"
"18074",18.1,"Melbourne"
"18075",23.9,"Melbourne"
"18076",19,"Melbourne"
"18077",21,"Melbourne"
"18078",16.9,"Melbourne"
"18079",12,"Melbourne"
"18080",12,"Melbourne"
"18081",20,"Melbourne"
"18082",22.9,"Melbourne"
"18083",11.1,"Melbourne"
"18084",20,"Melbourne"
"18085",21,"Melbourne"
"18086",16.9,"Melbourne"
"18087",9.9,"Melbourne"
"18088",15,"Melbourne"
"18089",20,"Melbourne"
"18090",16.9,"Melbourne"
"18091",13,"Melbourne"
"18092",23.9,"Melbourne"
"18093",25.1,"Melbourne"
"18094",22.9,"Melbourne"
"18095",25.1,"Melbourne"
"18096",27,"Melbourne"
"18097",26,"Melbourne"
"18098",27,"Melbourne"
"18099",29.9,"Melbourne"
"18100",14,"Melbourne"
"18101",15.9,"Melbourne"
"18102",15,"Melbourne"
"18103",13,"Melbourne"
"18104",11.1,"Melbourne"
"18105",12,"Melbourne"
"18106",16.9,"Melbourne"
"18107",15.9,"Melbourne"
"18108",11.1,"Melbourne"
"18109",8.9,"Melbourne"
"18110",15,"Melbourne"
"18111",28,"Melbourne"
"18112",22.9,"Melbourne"
"18113",28,"Melbourne"
"18114",12,"Melbourne"
"18115",12,"Melbourne"
"18116",15,"Melbourne"
"18117",13,"Melbourne"
"18118",13,"Melbourne"
"18119",20,"Melbourne"
"18120",28.9,"Melbourne"
"18121",28.9,"Melbourne"
"18122",12,"Melbourne"
"18123",15,"Melbourne"
"18124",19,"Melbourne"
"18125",16.9,"Melbourne"
"18126",13,"Melbourne"
"18127",11.1,"Melbourne"
"18128",12,"Melbourne"
"18129",30.9,"Melbourne"
"18130",33,"Melbourne"
"18131",19,"Melbourne"
"18132",20,"Melbourne"
"18133",29.9,"Melbourne"
"18134",11.1,"Melbourne"
"18135",18.1,"Melbourne"
"18136",25.1,"Melbourne"
"18137",21,"Melbourne"
"18138",23.9,"Melbourne"
"18139",13,"Melbourne"
"18140",23.9,"Melbourne"
"18141",18.1,"Melbourne"
"18142",26,"Melbourne"
"18143",21,"Melbourne"
"18144",29.9,"Melbourne"
"18145",32.1,"Melbourne"
"18146",35,"Melbourne"
"18147",27,"Melbourne"
"18148",28,"Melbourne"
"18149",28.9,"Melbourne"
"18150",15.9,"Melbourne"
"18151",19,"Melbourne"
"18152",25.1,"Melbourne"
"18153",29.9,"Melbourne"
"18154",29.9,"Melbourne"
"18155",34,"Melbourne"
"18156",30.9,"Melbourne"
"18157",16.9,"Melbourne"
"18158",16.9,"Melbourne"
"18159",21,"Melbourne"
"18160",13,"Melbourne"
"18161",16.9,"Melbourne"
"18162",21,"Melbourne"
"18163",11.1,"Melbourne"
"18164",15,"Melbourne"
"18165",19,"Melbourne"
"18166",21,"Melbourne"
"18167",15.9,"Melbourne"
"18168",16.9,"Melbourne"
"18169",11.1,"Melbourne"
"18170",22.9,"Melbourne"
"18171",21,"Melbourne"
"18172",25.1,"Melbourne"
"18173",25.1,"Melbourne"
"18174",22.9,"Melbourne"
"18175",22.9,"Melbourne"
"18176",28.9,"Melbourne"
"18177",22.9,"Melbourne"
"18178",9.9,"Melbourne"
"18179",13,"Melbourne"
"18180",15,"Melbourne"
"18181",19,"Melbourne"
"18182",19,"Melbourne"
"18183",22.9,"Melbourne"
"18184",34,"Melbourne"
"18185",28.9,"Melbourne"
"18186",22,"Melbourne"
"18187",22,"Melbourne"
"18188",15,"Melbourne"
"18189",16.9,"Melbourne"
"18190",14,"Melbourne"
"18191",11.1,"Melbourne"
"18192",15,"Melbourne"
"18193",25.1,"Melbourne"
"18194",18.1,"Melbourne"
"18195",21,"Melbourne"
"18196",23.9,"Melbourne"
"18197",27,"Melbourne"
"18198",16.9,"Melbourne"
"18199",9.9,"Melbourne"
"18200",15.9,"Melbourne"
"18201",15.9,"Melbourne"
"18202",23.9,"Melbourne"
"18203",16.9,"Melbourne"
"18204",14,"Melbourne"
"18205",25.1,"Melbourne"
"18206",28.9,"Melbourne"
"18207",15.9,"Melbourne"
"18208",21,"Melbourne"
"18209",11.1,"Melbourne"
"18210",22.9,"Melbourne"
"18211",19,"Melbourne"
"18212",15,"Melbourne"
"18213",13,"Melbourne"
"18214",19,"Melbourne"
"18215",11.1,"Melbourne"
"18216",28,"Melbourne"
"18217",26,"Melbourne"
"18218",28,"Melbourne"
"18219",16.9,"Melbourne"
"18220",15.9,"Melbourne"
"18221",16.9,"Melbourne"
"18222",19,"Melbourne"
"18223",18.1,"Melbourne"
"18224",16.9,"Melbourne"
"18225",25.1,"Melbourne"
"18226",25.1,"Melbourne"
"18227",23.9,"Melbourne"
"18228",25.1,"Melbourne"
"18229",16.9,"Melbourne"
"18230",18.1,"Melbourne"
"18231",19,"Melbourne"
"18232",15,"Melbourne"
"18233",15,"Melbourne"
"18234",16.9,"Melbourne"
"18235",18.1,"Melbourne"
"18236",27,"Melbourne"
"18237",15.9,"Melbourne"
"18238",15.9,"Melbourne"
"18239",15,"Melbourne"
"18240",15,"Melbourne"
"18241",15,"Melbourne"
"18242",22,"Melbourne"
"18243",42,"Melbourne"
"18244",16.9,"Melbourne"
"18245",16.9,"Melbourne"
"18246",15,"Melbourne"
"18247",15.9,"Melbourne"
"18248",26,"Melbourne"
"18249",23.9,"Melbourne"
"18250",22.9,"Melbourne"
"18251",23.9,"Melbourne"
"18252",22.9,"Melbourne"
"18253",22.9,"Melbourne"
"18254",16.9,"Melbourne"
"18255",28.9,"Melbourne"
"18256",25.1,"Melbourne"
"18257",22.9,"Melbourne"
"18258",22.9,"Melbourne"
"18259",34,"Melbourne"
"18260",27,"Melbourne"
"18261",16.9,"Melbourne"
"18262",18.1,"Melbourne"
"18263",18.1,"Melbourne"
"18264",29.9,"Melbourne"
"18265",33,"Melbourne"
"18266",27,"Melbourne"
"18267",15,"Melbourne"
"18268",15.9,"Melbourne"
"18269",15,"Melbourne"
"18270",20,"Melbourne"
"18271",22.9,"Melbourne"
"18272",26,"Melbourne"
"18273",16.9,"Melbourne"
"18274",16.9,"Melbourne"
"18275",18.1,"Melbourne"
"18276",15.9,"Melbourne"
"18277",14,"Melbourne"
"18278",22.9,"Melbourne"
"18279",28,"Melbourne"
"18280",22,"Melbourne"
"18281",20,"Melbourne"
"18282",15,"Melbourne"
"18283",16.9,"Melbourne"
"18284",28,"Melbourne"
"18285",40,"Melbourne"
"18286",14,"Melbourne"
"18287",15.9,"Melbourne"
"18288",19,"Melbourne"
"18289",15,"Melbourne"
"18290",21,"Melbourne"
"18291",18.1,"Melbourne"
"18292",20,"Melbourne"
"18293",16.9,"Melbourne"
"18294",27,"Melbourne"
"18295",23.9,"Melbourne"
"18296",18.1,"Melbourne"
"18297",12,"Melbourne"
"18298",15,"Melbourne"
"18299",15,"Melbourne"
"18300",15,"Melbourne"
"18301",15.9,"Melbourne"
"18302",13,"Melbourne"
"18303",15,"Melbourne"
"18304",25.1,"Melbourne"
"18305",25.1,"Melbourne"
"18306",41,"Melbourne"
"18307",12,"Melbourne"
"18308",15.9,"Melbourne"
"18309",20,"Melbourne"
"18310",22,"Melbourne"
"18311",16.9,"Melbourne"
"18312",14,"Melbourne"
"18313",15.9,"Melbourne"
"18314",15.9,"Melbourne"
"18315",19,"Melbourne"
"18316",20,"Melbourne"
"18317",16.9,"Melbourne"
"18318",15.9,"Melbourne"
"18319",13,"Melbourne"
"18320",12,"Melbourne"
"18321",15,"Melbourne"
"18322",21,"Melbourne"
"18323",26,"Melbourne"
"18324",22,"Melbourne"
"18325",19,"Melbourne"
"18326",14,"Melbourne"
"18327",15,"Melbourne"
"18328",28.9,"Melbourne"
"18329",30.9,"Melbourne"
"18330",19,"Melbourne"
"18331",21,"Melbourne"
"18332",30.9,"Melbourne"
"18333",15,"Melbourne"
"18334",8.9,"Melbourne"
"18335",9.9,"Melbourne"
"18336",13,"Melbourne"
"18337",12,"Melbourne"
"18338",21,"Melbourne"
"18339",27,"Melbourne"
"18340",28.9,"Melbourne"
"18341",15,"Melbourne"
"18342",23.9,"Melbourne"
"18343",13,"Melbourne"
"18344",9.9,"Melbourne"
"18345",23.9,"Melbourne"
"18346",28.9,"Melbourne"
"18347",16.9,"Melbourne"
"18348",16.9,"Melbourne"
"18349",25.1,"Melbourne"
"18350",15,"Melbourne"
"18351",13,"Melbourne"
"18352",15.9,"Melbourne"
"18353",19,"Melbourne"
"18354",21,"Melbourne"
"18355",22,"Melbourne"
"18356",12,"Melbourne"
"18357",8.9,"Melbourne"
"18358",8.9,"Melbourne"
"18359",13,"Melbourne"
"18360",9.9,"Melbourne"
"18361",15,"Melbourne"
"18362",19,"Melbourne"
"18363",22.9,"Melbourne"
"18364",20,"Melbourne"
"18365",20,"Melbourne"
"18366",14,"Melbourne"
"18367",12,"Melbourne"
"18368",19,"Melbourne"
"18369",14,"Melbourne"
"18370",27,"Melbourne"
"18371",22.9,"Melbourne"
"18372",18.1,"Melbourne"
"18373",16.9,"Melbourne"
"18374",16.9,"Melbourne"
"18375",13,"Melbourne"
"18376",20,"Melbourne"
"18377",28.9,"Melbourne"
"18378",25.1,"Melbourne"
"18379",27,"Melbourne"
"18380",15,"Melbourne"
